lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
191,0,96.3,10,20,4,2,0,0,0,0
233,0,103.48552943316633,9,11,4,4,2,0,0,0
83,0,91.00370510208671,11,24,4,3,0,0,0,0
25,0,140.68625075872447,5,21,4,1,0,0,1,0
247,0,73.68503632600633,10,28,4,1,2,0,0,0
130,0,127.44533862314736,8,27,4,4,0,0,2,0
220,0,109.05548730235657,8,12,4,2,1,1,1,0
305,0,78.15035267594826,9,21,3,3,0,0,0,0
40,0,85.50032187894503,2,2,4,3,0,0,3,0
91,0,80.02842044902886,4,3,3,2,1,0,0,0
113,0,133.7474295877514,8,24,4,1,1,0,1,0
120,0,112.2560354725184,12,24,4,1,1,0,0,0
51,0,190.98985826503127,7,8,4,0,0,0,4,0
229,0,93.97504402349583,10,19,4,2,0,0,0,0
155,1,115.391160581282,8,14,4,3,1,0,0,0
56,0,87.32508043906591,11,16,4,3,1,0,0,0
54,0,130.65327123052816,6,4,4,4,1,0,3,0
220,0,128.14792027559128,9,18,3,1,2,0,0,0
105,0,120.00000507441183,5,21,4,2,2,0,0,0
56,0,135.9,9,10,4,1,2,0,0,0
200,1,65.62384625445874,8,3,4,9,3,0,0,0
34,0,140.4,4,22,4,1,0,0,3,0
83,0,118.8,7,14,4,2,0,0,3,0
203,1,93.38899527639268,8,14,4,9,4,0,0,0
58,0,78.13834932713713,4,27,4,2,1,2,0,0
240,0,96.64356138432557,8,18,3,2,0,0,0,0
99,0,137.1215620147415,5,1,4,1,1,0,0,0
94,0,74.16509612416203,3,18,4,2,2,0,0,0
22,0,189.83990154901085,8,19,4,2,1,0,3,0
30,0,194.55437063220816,8,24,4,2,2,0,4,0
185,1,119.65054700873445,7,29,4,1,2,0,1,0
6,0,138.0161841502706,8,5,4,4,2,1,0,0
28,0,75.3300513010638,2,2,4,6,1,0,0,0
0,0,132.0896534383552,8,28,2,2,0,0,0,0
152,1,134.28162644238355,7,4,4,3,1,0,0,0
110,0,120.0,10,9,3,0,1,0,0,0
85,0,103.90734922233362,5,30,4,3,0,3,0,0
7,0,101.0,3,22,4,1,0,0,0,0
4,0,155.12038404898843,3,5,4,1,0,0,3,0
55,0,75.57765018043277,2,28,4,2,0,3,0,0
302,0,100.0,9,16,3,2,1,0,0,0
142,0,185.8291806178679,10,21,4,6,1,1,2,0
64,0,73.95,2,10,4,3,1,0,0,0
208,0,77.3186661755815,8,12,4,4,2,0,2,0
26,0,132.35063754998222,6,11,4,5,3,0,3,0
74,0,85.5,4,10,4,1,0,3,0,0
45,0,86.4,11,20,4,0,1,0,0,0
28,0,74.86595983643997,2,19,3,2,0,2,0,0
26,1,232.22634810983428,9,26,4,2,0,0,5,0
32,0,159.3,3,25,4,1,0,0,3,0
301,0,109.0,7,30,3,1,1,1,0,0
16,0,180.1933192113725,6,16,4,2,1,0,2,0
177,0,162.63506183755482,9,26,4,3,1,0,3,0
1,0,65.86169092091231,10,18,2,1,0,0,0,0
166,1,101.46375286860463,6,18,4,2,1,0,0,0
27,0,118.69564725713657,9,18,4,0,1,0,0,0
220,0,76.22008922451137,8,11,4,4,0,0,0,0
79,0,76.3769470646561,4,2,4,1,1,3,0,0
166,0,85.00969948535455,6,23,3,2,1,0,0,0
42,0,176.83866963821438,9,5,4,2,0,0,5,0
155,0,142.9595582172188,9,19,4,1,0,0,3,0
17,1,137.6998843978409,7,21,4,1,0,1,0,0
57,1,137.3802227692788,10,17,4,2,0,0,3,0
147,0,95.9403540407609,6,25,3,1,2,0,0,0
213,0,80.95802606877001,7,9,4,3,0,2,0,0
78,0,140.4,5,22,4,1,1,0,3,0
134,0,92.4967980609908,5,14,4,3,0,0,0,0
72,0,73.06397144655493,10,13,4,2,0,0,0,0
155,0,100.7825289035029,6,7,4,3,0,2,0,0
23,0,99.05581707843224,10,28,4,2,1,2,0,0
202,0,90.69006956602456,7,29,3,2,1,0,0,0
195,0,129.12958306433546,8,6,4,2,1,0,0,0
30,0,187.58164153572304,9,3,4,7,3,0,5,0
2,1,99.06934674321042,4,9,4,2,0,0,0,0
42,0,129.68364748902465,5,14,4,4,1,1,3,0
94,0,137.51833832608347,8,27,4,1,0,0,3,0
36,0,98.18096496964863,9,2,4,1,0,3,0,0
39,1,138.49386521421178,3,24,4,2,2,0,3,0
175,1,159.2990036878023,8,1,4,1,0,0,3,0
43,0,86.20988077456639,3,20,3,2,1,1,0,0
158,1,122.20614345727952,6,27,4,3,0,0,3,0
133,0,120.39437184174072,6,5,4,4,0,0,3,0
176,0,103.83165867797278,8,30,4,2,0,1,0,0
25,0,98.55628504131236,4,11,4,2,0,3,0,0
26,0,118.06804189382717,9,18,4,0,0,0,0,0
38,0,176.3006299397834,6,21,4,2,0,0,4,0
6,0,96.66417904679248,5,15,3,0,0,0,0,0
148,0,137.69948235061827,8,19,4,1,1,0,3,0
100,0,100.41393270698117,9,27,3,3,0,0,0,0
7,0,79.0,2,4,4,0,0,1,0,0
133,0,117.92104139785636,5,4,4,4,0,0,3,0
60,1,120.69008567268746,9,5,4,1,0,0,3,0
169,0,105.59247109461158,6,22,3,1,1,0,0,0
177,0,94.66267556995147,7,23,3,2,0,0,0,0
48,0,78.3,2,7,4,1,1,0,0,0
39,0,125.94991226553267,10,2,4,1,1,0,0,0
111,0,120.0,10,10,3,0,1,0,3,0
291,0,71.29720089270367,8,14,4,2,1,1,0,0
49,0,126.00564695859599,10,25,4,2,1,0,3,0
69,0,124.03219350676042,5,9,4,2,0,0,0,0
128,0,119.78837458519348,7,7,4,4,0,0,0,0
193,1,110.76951497943931,7,24,3,4,1,0,0,0
180,0,137.7,7,23,4,2,0,0,3,0
35,1,109.06201163631765,9,28,4,2,0,2,0,0
23,0,166.24541092805978,5,27,4,0,1,0,3,0
216,0,159.65354813600482,8,22,4,1,0,0,3,0
177,0,100.20083781736228,6,3,4,2,1,0,0,0
63,0,92.02366484210444,4,25,3,4,0,1,0,0
213,1,102.85,10,1,4,2,2,0,0,0
108,1,76.5,7,18,4,6,3,0,0,0
163,0,108.60209205155029,8,11,3,3,1,0,0,0
5,0,137.19688195708198,9,2,4,2,1,0,0,0
196,0,83.36035306496343,9,30,4,1,1,3,0,0
56,0,195.270304930848,9,7,4,0,1,0,3,0
121,0,92.68856618769651,5,27,4,2,0,0,1,0
65,1,119.34350199052304,9,3,4,1,0,0,3,0
181,0,111.59316719799402,7,1,3,4,1,0,0,0
135,0,134.0635044146778,9,1,4,1,1,0,3,0
10,0,129.05142713104922,5,16,4,3,0,2,0,0
120,0,82.9324446708468,3,27,4,3,2,0,0,0
169,0,105.69988780169045,5,22,4,1,1,0,0,0
8,0,147.53077731732094,3,26,4,3,2,0,3,0
19,1,140.81582973696928,8,28,4,3,1,0,3,0
148,0,111.40216648287215,5,28,4,2,2,0,0,0
26,0,147.60806041174564,10,2,4,2,2,0,0,0
161,1,114.49782766886176,6,26,4,1,1,0,1,0
5,0,167.34328672738988,7,21,4,0,0,0,0,0
48,0,78.23663751330511,11,13,3,5,2,1,0,0
91,1,89.62634886562684,10,28,4,2,1,1,0,0
144,0,76.31273861261775,7,8,3,1,1,0,0,0
322,0,73.03327905719226,5,17,3,3,0,0,0,0
15,0,168.3651682188478,6,27,4,1,0,0,0,0
149,0,85.10892495827719,6,27,4,0,1,2,0,0
270,1,109.49914242482872,9,28,4,2,0,0,3,0
120,0,143.1,9,20,4,4,1,0,3,0
32,0,168.71808136725767,4,30,4,1,0,0,2,0
0,0,212.92209890269646,7,14,4,0,0,0,1,0
33,0,107.1,8,17,4,0,1,0,1,0
51,0,107.62283407246241,6,6,4,1,0,3,0,0
102,0,74.35273826158682,10,18,4,3,1,0,0,0
2,0,222.44675978291065,5,16,4,1,0,0,3,0
60,0,117.08299060833284,3,22,4,2,0,0,0,0
210,0,73.22083844315131,10,8,3,2,1,0,0,0
114,0,198.91087072843663,5,20,4,1,0,0,5,0
149,0,70.12417017991761,6,15,4,3,0,0,0,0
80,1,89.25914242709621,3,24,4,2,1,0,0,0
183,0,98.1,10,11,4,1,0,3,0,0
119,0,84.77133812114425,5,27,4,1,0,2,0,0
173,1,120.11294104519182,8,2,4,2,1,0,0,0
319,1,114.76156426336776,8,20,3,2,0,0,0,0
18,0,150.31355076993836,6,16,4,2,0,0,0,0
28,1,98.22280602864218,4,16,4,2,2,0,0,0
85,0,142.7528684837458,4,27,4,2,0,0,3,0
160,0,126.89420897154942,9,15,4,3,1,0,0,0
92,0,116.70348527194787,8,14,4,1,1,0,1,0
156,0,84.81437738859866,9,16,4,3,0,0,0,0
18,0,99.53917468806765,6,22,2,1,0,0,0,0
24,0,77.31168161176593,8,19,4,3,1,0,0,0
41,0,112.88744693490533,8,18,4,0,1,2,0,0
21,0,65.20414501976725,11,19,2,0,0,0,0,0
64,1,74.48031658643966,3,9,4,3,1,0,0,0
63,0,93.2313409910397,4,25,3,4,0,2,0,0
138,0,96.1460688772286,8,25,4,2,0,0,0,0
180,1,161.00545528878573,7,23,4,4,0,1,0,0
155,1,127.79928245469812,8,1,4,1,1,0,0,0
27,0,145.22482352575807,4,28,4,2,0,0,3,0
128,0,132.3,10,10,4,5,0,0,3,0
125,0,80.69348582499732,9,11,3,2,0,0,0,0
99,0,126.9,5,6,4,1,0,0,0,0
158,0,105.82048859437153,7,1,2,2,1,0,2,0
94,0,105.3,5,14,4,3,0,0,1,0
11,0,113.22909007778688,5,29,4,1,1,0,2,0
158,2,151.1248141552795,9,8,4,1,1,0,3,0
159,0,97.85125655298364,7,5,4,4,0,2,0,0
180,0,120.0,10,10,3,2,1,0,0,0
15,0,141.90633713629126,5,14,4,1,0,0,3,0
156,1,84.07319363474483,10,28,4,2,2,0,0,0
83,0,134.8304492857216,8,13,4,2,1,0,0,0
28,0,166.95900292629966,10,11,4,2,1,0,2,0
101,0,122.83129636406915,8,21,4,3,0,0,1,0
51,0,131.7856882366625,3,22,4,2,0,0,3,0
12,0,127.49931128915405,2,27,4,8,2,0,3,0
127,0,79.2,11,26,4,1,1,3,0,0
172,0,95.0,6,24,3,2,0,0,0,0
80,0,85.5,4,11,4,2,0,3,0,0
96,0,95.12912134917015,4,17,4,2,1,0,1,0
211,0,83.6670966663183,5,29,4,3,1,0,0,0
35,0,89.00337816538259,6,20,4,1,0,2,0,0
354,0,82.86356791584056,12,26,4,4,1,0,2,0
122,0,94.5,5,6,4,2,0,3,0,0
28,0,149.24461582871032,6,22,4,2,1,0,3,0
73,0,79.48513877835387,2,17,4,3,0,0,0,0
81,0,133.66215500966408,7,21,4,2,1,0,1,0
17,0,105.554152834015,3,10,4,0,2,2,0,0
152,1,146.79180508881174,8,13,4,1,1,0,3,0
157,0,137.7,7,15,4,2,0,0,3,0
17,0,89.30356837933564,5,22,4,0,0,2,0,0
213,0,67.47679732476195,9,30,4,3,0,0,1,0
50,0,119.61845500283634,4,26,4,1,0,0,3,0
93,0,109.40011101993959,9,4,4,3,0,0,0,0
41,0,150.3,6,7,4,1,0,0,3,0
76,0,158.9051899186691,4,16,4,3,0,0,1,0
44,0,75.45777828079736,11,9,4,3,1,3,0,0
228,1,74.7767806354614,7,3,4,1,0,0,0,0
25,0,186.8731937580915,7,2,4,2,1,0,3,0
105,0,123.53704333495602,8,4,4,3,1,0,0,0
81,0,121.45536722466923,4,15,4,2,2,0,2,0
79,0,104.47199802383541,8,19,4,1,0,0,0,0
6,0,240.38229419899383,9,12,4,2,0,0,5,0
4,0,133.4651073754287,3,23,4,2,0,2,0,0
57,0,110.37146789964898,11,8,4,2,0,0,0,0
2,0,99.41425609268036,8,17,2,2,0,0,0,0
28,0,117.76770069635081,5,21,4,2,1,0,0,0
221,0,96.3,8,13,4,1,0,0,0,0
29,0,132.3561376555391,8,8,4,1,0,2,0,0
131,0,114.95408922454226,6,14,4,3,2,0,0,0
100,0,102.26375747256445,12,26,4,3,1,0,0,0
234,0,90.51852308759216,8,12,3,2,1,0,0,0
240,1,105.60778991376702,7,22,4,4,1,0,0,0
65,0,168.3,8,8,4,1,0,0,3,0
164,1,145.7810208643759,7,23,4,1,0,0,0,0
157,1,114.69754331577812,5,24,4,3,0,0,0,0
225,1,119.70359517896355,9,21,4,4,1,0,0,0
158,0,121.87194994508444,8,17,3,2,0,0,0,0
130,0,117.42289480509518,7,18,4,1,1,1,0,0
138,1,162.51384765303467,8,25,4,1,1,0,3,0
36,0,124.53958865163787,9,4,4,1,2,0,1,0
7,0,170.50595924684396,9,7,2,1,0,0,3,0
167,0,122.30833704627392,9,1,4,2,1,0,2,0
10,0,155.9998041476795,9,2,4,1,2,0,1,0
33,1,146.56518724026918,10,20,4,4,1,0,4,0
15,0,97.88327816836585,5,12,4,0,1,0,0,0
152,1,145.00829616250422,12,29,4,2,0,0,1,0
184,0,124.09599366587555,9,3,4,2,0,0,0,0
99,0,119.85,5,4,4,3,0,0,0,0
72,0,167.73424859937046,8,13,4,1,1,0,3,0
233,0,71.93023510646374,11,28,4,4,0,0,0,0
145,0,130.19578698679567,8,11,3,1,0,0,0,0
126,0,87.08479824545785,8,26,4,0,1,0,0,0
184,0,116.74109937249182,9,14,3,2,0,2,0,0
68,0,185.86894985283305,4,22,4,1,0,0,5,0
152,1,114.3,8,9,4,1,0,0,0,0
78,0,72.3551899162282,3,28,4,3,0,3,0,0
27,0,140.5650274429329,5,9,4,2,0,0,0,0
48,1,125.43428762156933,9,9,4,2,0,1,0,0
49,0,152.1,8,15,4,2,0,0,0,0
6,0,153.54781071278225,4,15,4,1,0,0,3,0
193,0,120.41842403952359,6,19,4,2,0,0,0,0
37,0,116.1,5,15,4,1,0,3,0,0
19,0,79.0,2,27,3,2,0,1,0,0
69,0,129.10802306517223,6,30,4,0,0,0,3,0
5,1,124.0,9,5,4,0,0,0,0,0
221,0,86.7631128145849,8,10,4,1,0,0,0,0
34,0,98.84681724444972,8,25,4,0,0,3,0,0
133,0,160.09329001440557,7,27,4,1,1,0,1,0
207,1,112.5,8,20,4,0,1,0,0,0
129,0,132.89850928469968,7,25,4,4,0,0,3,0
243,0,88.63214215571362,9,3,4,5,3,0,0,0
131,2,161.42147905446325,12,26,4,4,1,0,5,0
24,0,119.0,9,25,4,1,1,3,0,0
4,0,120.10667908602626,5,9,4,1,0,0,0,0
103,0,72.91354002270704,4,18,4,2,0,0,0,0
150,1,167.6903430969039,7,1,4,6,2,0,4,0
46,0,113.56764163731829,3,18,4,1,0,0,2,0
210,0,90.65703441230184,8,18,4,1,0,0,0,0
67,0,68.0,7,3,4,1,1,0,0,0
62,0,72.91513964874422,3,7,4,4,1,2,0,0
224,0,68.07346737566549,11,25,4,3,1,3,0,0
110,0,120.0,10,9,3,0,1,0,0,0
71,0,156.88881445613268,4,27,4,2,1,0,4,0
436,0,67.43401866270759,5,28,4,1,0,0,0,0
35,0,94.95758182758719,5,26,4,0,1,0,0,0
99,2,90.0,11,18,4,1,0,0,0,0
169,0,105.91263353477656,4,22,3,1,1,0,0,0
24,0,116.65931151689567,9,4,4,3,1,0,0,0
32,0,124.30394265281382,8,11,4,3,0,0,0,0
30,0,111.36855241549895,8,3,4,0,2,0,2,0
64,0,94.5,3,17,4,2,0,3,0,0
41,0,81.30482436528823,2,5,4,2,1,0,0,0
50,0,126.30678769274877,5,20,4,1,0,0,0,0
108,0,159.1511428432451,10,27,4,2,1,0,2,0
41,0,158.6345531380479,4,27,4,2,0,0,3,0
195,0,137.78584641161413,8,6,4,1,0,0,0,0
61,0,140.50576860344867,6,17,4,2,0,0,3,0
73,0,149.36236922416177,8,19,4,2,1,0,3,0
73,0,73.11416098823965,4,3,4,1,2,3,0,0
121,1,76.04043456211413,11,14,4,2,0,3,0,0
11,0,118.32676535545376,8,5,3,2,1,2,0,0
53,0,149.4,9,10,4,2,2,0,3,0
197,0,97.42953904046846,9,24,4,4,2,0,1,0
17,1,129.9912278751438,8,26,4,0,0,1,0,0
258,0,97.10707586277906,9,1,4,2,1,0,0,0
21,0,83.17428977311047,10,24,4,3,0,3,0,0
131,0,94.5,7,14,3,1,1,1,0,0
176,1,128.56301486623678,7,22,3,2,1,0,0,0
18,0,119.06791951396599,7,5,4,0,0,1,0,0
217,0,168.59086095284522,8,26,3,1,1,0,4,0
11,0,142.27157457731948,5,6,4,2,0,0,0,0
2,0,62.995959909835776,9,9,2,1,0,0,0,0
25,0,139.0,9,15,4,1,0,3,0,0
224,0,156.8964948312896,9,18,3,1,1,0,0,0
179,0,123.14359701216902,7,31,4,3,1,0,0,0
330,1,110.88021148882393,11,26,3,4,0,0,2,0
122,0,115.38923655491908,6,8,4,2,0,1,0,0
19,0,112.28486393164364,3,3,4,1,0,0,2,0
207,0,95.19366793451594,8,1,4,1,0,0,0,0
33,1,110.52350792986319,9,30,4,2,0,0,0,0
0,0,138.43653696061742,7,9,4,1,0,0,1,0
240,1,67.70688359639462,11,10,4,1,1,2,0,0
56,0,139.5,10,17,4,3,0,0,3,0
31,0,117.9,5,21,4,1,1,0,0,0
217,1,129.85807446867798,9,14,4,2,0,0,0,0
50,0,151.1936970399598,8,13,4,2,1,0,1,0
0,0,213.81383141635007,7,14,4,0,0,0,0,0
130,1,139.51240757050326,8,29,4,3,0,0,3,0
86,0,59.72313379694539,7,27,4,2,2,0,0,0
153,0,119.40820759698916,7,5,4,4,0,0,3,0
74,0,168.05693643357344,8,13,4,1,1,0,3,0
29,1,128.42746069022883,6,15,4,2,1,1,0,0
308,1,78.3,11,23,4,3,0,2,0,0
89,0,140.1273741874093,6,18,4,3,1,0,3,0
80,0,171.74638837777812,3,24,4,2,1,0,5,0
103,0,139.54519111448866,7,22,4,1,0,0,3,0
56,0,140.41573641222334,4,27,4,1,1,0,2,0
184,0,89.7123615158461,9,12,4,3,0,0,0,0
36,0,135.9964190081203,8,1,4,2,1,0,0,0
78,0,90.39988318820382,10,29,4,0,1,0,0,0
134,1,118.70940115048606,11,21,4,2,0,0,3,0
2,0,110.0,5,19,0,1,0,0,3,0
172,1,133.90240678487837,7,26,3,2,0,0,1,0
163,0,115.0,10,15,3,0,0,0,0,0
159,0,145.07786377583625,8,20,4,2,1,0,1,0
301,0,112.4997462424531,7,30,4,1,1,1,0,0
86,0,76.5,7,13,4,3,2,0,0,0
172,1,113.02638783478513,7,26,4,2,1,0,0,0
88,1,66.75473875247151,8,17,4,2,1,0,0,0
214,0,96.3,8,10,4,2,0,0,0,0
15,0,99.13665326443054,3,3,4,1,1,0,0,0
76,0,120.0,10,10,3,0,1,0,0,0
7,0,183.84190400929745,8,14,4,2,0,0,3,0
26,0,103.80201587295387,10,24,4,2,0,0,0,0
231,2,81.30211476873751,8,1,4,6,2,0,0,0
55,0,77.04717735188194,11,3,4,2,0,3,0,0
82,0,132.77924447439966,5,7,4,2,1,0,2,0
198,0,80.75995301909391,7,3,4,5,2,2,0,0
96,0,94.7802102141006,10,25,4,2,0,0,2,0
152,1,109.87449859701077,7,10,4,1,1,0,0,0
44,0,190.12882427336407,7,14,4,2,1,0,5,0
14,0,223.29952361662873,7,13,4,1,0,0,5,0
11,0,182.95509507115443,5,18,4,2,0,0,3,0
142,1,101.73166656875868,4,22,4,3,1,0,2,0
108,0,76.5,7,21,4,2,0,0,0,0
43,0,105.42438186884482,7,21,4,3,2,0,1,0
36,0,113.53382540557536,3,24,4,2,0,0,0,0
23,1,148.29949205022226,10,22,4,3,0,0,4,0
94,0,121.3768800695567,5,21,4,1,1,0,0,0
8,0,145.7344609524913,3,21,4,1,0,0,2,0
4,0,124.11527725866259,7,28,4,1,0,3,0,0
61,0,140.4,5,27,4,1,1,0,3,0
263,0,110.0,10,21,3,2,0,0,0,0
76,0,106.1548188465921,3,26,4,2,0,0,0,0
79,0,86.67590211841969,3,24,4,2,1,2,0,0
44,0,163.00219081156203,10,30,4,1,0,0,3,0
73,0,80.98047786454919,6,30,4,2,1,1,0,0
19,0,144.4810853126158,8,25,4,3,2,0,1,0
9,1,76.75407430558516,9,15,4,6,2,0,0,0
66,0,93.66928146381998,9,6,4,1,0,0,0,0
56,0,87.57885310069211,3,28,4,3,1,0,0,0
68,0,88.23554263542215,9,5,4,2,1,1,0,0
178,0,96.60580828582955,6,1,3,1,0,0,0,0
154,2,224.05318409452164,8,26,4,2,1,0,4,0
139,0,124.01475286183157,5,20,4,1,1,0,3,0
0,0,100.76643521492082,3,3,4,1,0,0,0,0
157,0,113.66946417355148,7,13,3,1,1,0,0,0
92,0,76.5,5,16,4,2,2,2,0,0
165,0,84.64559857665631,5,22,4,3,0,1,0,0
108,0,150.3,8,16,4,4,1,0,3,0
79,0,119.07,10,8,4,2,0,0,3,0
7,1,185.38913283966536,6,13,4,2,0,0,3,0
220,1,88.01882766266468,9,3,4,1,1,0,0,0
18,0,156.0,5,2,4,3,0,0,3,0
214,0,106.20530106484887,8,28,3,2,0,0,0,0
150,0,162.0,9,22,4,2,1,0,3,0
76,1,72.25,11,15,4,3,0,0,0,0
80,0,168.3,9,11,4,2,0,0,3,0
12,0,180.67202566335405,3,25,4,2,1,0,3,0
112,0,121.14058478106747,8,6,3,0,1,0,3,0
50,0,123.3,9,2,4,2,1,0,3,0
130,0,37.49329584157283,7,15,4,1,1,0,0,0
3,0,65.45471388351092,2,15,2,0,1,0,0,0
35,0,99.36582969757896,12,25,4,2,1,0,0,0
9,1,110.05625860638935,6,31,4,2,0,0,0,0
134,0,96.3,6,28,4,3,0,0,0,0
161,0,130.0,3,25,3,2,1,1,0,0
178,0,112.10937172444947,7,28,4,2,0,0,0,0
190,0,91.02371737717371,10,3,4,2,0,0,0,0
225,1,128.7,10,24,4,1,1,0,3,0
58,0,109.13038175974788,6,26,4,1,2,0,0,0
179,0,137.7,8,22,4,1,0,0,3,0
220,0,115.7281440166568,9,15,3,2,0,0,2,0
46,0,125.15745813117962,8,25,4,1,0,2,0,0
33,0,111.92639399658025,3,22,4,1,0,0,3,0
182,0,98.1,10,11,4,1,0,3,0,0
172,0,94.39258051443602,5,24,3,2,0,0,0,0
383,1,114.15261212429346,10,20,4,0,1,1,0,0
6,0,84.18933375218297,3,13,2,0,0,0,0,0
214,1,90.99412159242358,7,11,4,3,0,0,0,0
151,1,110.88330893398302,7,10,4,2,0,0,0,0
80,0,93.73008080593054,10,25,4,1,0,0,0,0
144,0,97.44042679050938,6,5,4,3,0,2,0,0
16,1,140.738344247632,9,28,4,2,1,0,0,0
84,0,134.17256603263465,8,13,4,2,1,0,0,0
15,0,83.874246693915,2,7,4,1,0,0,0,0
0,0,138.072910697496,7,11,4,1,0,0,0,0
135,0,98.0288762037103,6,25,4,3,1,0,0,0
38,0,151.47,8,18,4,1,2,0,3,0
4,0,110.0,5,22,1,2,0,0,0,0
260,0,98.1833091162078,9,29,4,2,2,0,0,0
30,0,98.0582497727337,3,9,4,2,0,0,0,0
93,1,177.46164539343187,8,27,4,3,0,0,3,0
243,0,86.45921330395288,9,3,4,2,1,2,0,0
164,0,94.5,7,17,4,0,0,3,0,0
156,1,103.16118537486089,9,21,4,3,2,1,0,0
74,0,85.5,4,8,4,1,0,3,0,0
166,0,96.3,7,29,4,2,0,0,0,0
166,0,99.45,8,8,4,3,1,0,0,0
174,0,104.4,10,28,4,2,2,0,3,0
119,0,160.92840162092983,8,20,4,4,1,0,3,0
103,1,92.55419124569418,11,6,4,1,0,0,0,0
72,0,132.6,5,21,4,3,2,0,3,0
177,0,181.35960442805526,6,8,4,4,1,0,5,0
2,0,86.61743655105087,2,22,4,0,0,3,0,0
27,0,211.5487401493705,9,20,4,2,0,0,5,0
6,0,110.0,6,10,1,11,5,0,1,0
65,0,72.0863056105674,7,28,3,0,1,1,0,0
10,0,74.14129399584591,11,12,4,6,2,3,0,0
116,0,109.8,12,25,4,2,1,0,0,0
89,0,119.09755312135962,5,11,4,2,1,0,0,0
9,0,214.85740200137553,4,14,4,3,2,0,5,0
112,0,106.23929147500695,7,15,4,3,0,0,0,0
229,0,88.89962490300401,9,22,4,2,1,0,0,0
20,0,138.4324468504725,6,1,4,1,2,1,0,0
194,0,127.61278920951554,8,27,4,2,0,0,0,0
101,0,142.18747559284796,7,21,4,2,0,0,3,0
90,0,119.11507824102286,6,13,4,3,1,0,2,0
279,0,85.14638516425345,10,28,4,2,1,0,0,0
107,0,155.46622330749955,10,25,4,4,0,0,1,0
28,0,169.7076520094347,4,9,4,2,2,0,4,0
16,0,97.17307581904782,11,19,4,12,5,0,0,0
72,0,119.63268839137392,4,14,4,2,1,0,0,0
74,0,63.05916044378965,3,12,4,3,1,3,0,0
77,1,95.39832612054626,3,22,4,3,0,0,0,0
16,0,84.16549294999105,3,3,4,3,0,3,0,0
134,0,79.30948007388724,9,11,4,1,1,2,0,0
65,0,88.80806589380904,4,1,4,1,0,0,0,0
186,0,124.54419311799498,9,2,4,4,1,0,0,0
192,1,114.75,8,4,4,3,1,0,0,0
136,0,118.8,10,8,4,1,1,0,0,0
182,0,101.10265230806264,8,22,4,3,0,0,1,0
120,0,122.15854454971748,6,27,4,1,0,0,1,0
34,0,159.5700371640729,3,25,4,2,0,0,3,0
12,0,85.0,2,6,4,2,1,0,0,0
12,0,79.0,2,3,4,4,2,3,0,0
39,0,147.61018010189844,11,7,4,3,1,0,0,0
35,0,149.4,8,10,4,1,0,0,3,0
218,0,100.9850547582444,8,28,4,3,1,2,0,0
19,1,234.6888933484144,8,17,4,4,1,0,5,0
288,0,58.01803875146521,10,18,4,3,2,0,0,0
32,0,152.1,7,3,4,2,2,0,0,0
140,0,85.93991522879746,9,15,4,5,2,0,0,0
148,0,136.46247964653472,8,15,3,3,1,0,3,0
34,0,75.55461293133658,11,1,4,2,0,3,0,0
7,0,142.84815580462075,5,9,4,3,0,0,1,0
32,0,148.41276534358124,9,10,4,2,0,0,3,0
46,0,71.8647276774885,3,9,4,2,0,0,0,0
2,0,104.47441632675822,11,23,4,1,0,0,0,0
161,0,122.47582572400994,8,14,4,4,1,0,0,0
196,0,93.67506608237088,10,1,4,1,0,2,0,0
84,0,94.60777232388628,7,17,4,2,2,3,0,0
181,0,137.58609779337402,8,22,4,2,0,0,3,0
14,1,86.44946449818433,8,27,4,4,2,0,0,0
86,0,76.5,4,4,4,1,1,3,0,0
64,1,74.16748668762028,3,9,4,3,1,0,0,0
154,0,101.82819061505661,7,24,4,1,0,0,0,0
93,0,56.05257604576672,7,14,4,6,1,0,0,0
6,0,167.36741086166182,3,7,4,4,0,0,0,0
153,0,100.87769567576397,7,23,4,2,0,0,0,0
94,1,90.455534985804,4,6,3,2,0,0,0,0
121,0,98.47993209159469,5,8,3,1,2,0,0,0
40,0,74.8,11,12,4,4,1,3,0,0
65,1,149.4,9,8,4,2,0,0,3,0
105,0,125.14283771184682,8,26,4,2,0,0,1,0
41,0,97.85565193999699,3,20,4,1,2,0,0,0
181,0,93.64166636489603,8,23,4,3,0,0,0,0
104,0,94.5,7,15,4,1,0,3,0,0
101,0,87.29072267042282,10,16,3,2,0,0,0,0
105,0,108.20512871713305,5,3,4,3,0,0,0,0
82,1,107.1,8,13,4,1,1,3,0,0
131,0,112.26981075976174,10,8,4,2,1,0,0,0
101,0,132.44114932905174,7,27,4,1,1,0,1,0
132,0,100.13300529982978,9,5,4,3,0,0,0,0
200,0,192.55593736873612,8,25,4,3,0,1,3,0
156,1,105.9779101003354,3,24,4,2,0,0,0,0
79,0,105.42507452409868,7,3,4,1,1,3,0,0
104,0,76.5,7,17,4,2,0,0,0,0
85,0,140.18176539149974,5,26,4,2,0,0,3,0
11,1,138.55901949298809,5,29,4,3,0,2,0,0
50,0,159.55703647927044,7,22,4,5,2,0,3,0
86,0,67.43079390076835,5,15,4,3,2,0,0,0
162,0,82.44722479420743,7,28,4,1,1,3,0,0
